,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
318,1214,2011-02-04 11:47:00,2011-02-05 11:24:00,42,1.2 - 3.5 µm,96.937,0.858,0.0217,0.0943,0.084,0.0717,1.446,0.42,0.6247,0.0217,0.0026,0.726,0.1,0.825,1763.27,105.09,3.264,2.38,34.28,1607.71,1.21,1.18,3.45,2.136,0.0015,0.077,26.03,3.464,28.77,7.02,5.34
321,1217,2011-02-05 12:09:00,2011-02-06 11:11:00,42,0.14 - 0.42 µm,3.39,0.0128,0.0503,0.0097,0.0095,0.1633,0.0186,0.0203,0.2759,0.0103,0.0016,0.151,0.078,0.229,16.03,3.53,0.192,0.13,0.65,39.83,0.1,0.07,0.59,0.072,0.025,0.006,0.33,0.069,0.7,0.23,0.09
322,1218,2011-02-05 12:09:00,2011-02-06 11:11:00,42,0.42 - 1.2 µm,16.436,0.1231,0.0115,0.0246,0.0258,0.2849,0.1918,0.1132,0.238,0.0119,0.0007,0.341,0.085,0.426,172.65,7.62,0.319,0.35,4.26,131.54,0.12,0.14,0.73,0.187,0.071,0.04,2.71,0.206,3.21,0.31,0.5
323,1219,2011-02-05 12:09:00,2011-02-06 11:11:00,42,1.2 - 3.5 µm,114.261,0.7576,0.0316,0.0983,0.0728,0.0664,1.254,0.4761,0.5611,0.039,0.0023,0.85,0.26,1.11,1287.55,89.69,2.546,2.03,32.32,1281.53,0.95,0.97,2.74,2.261,0.0015,0.049,18.65,2.999,26.35,6.02,3.86
324,1220,2011-02-05 12:09:00,2011-02-06 11:11:00,42,3.5 - 10 µm,73.452,0.8406,0.0184,0.0751,0.081,0.0787,1.4553,0.2063,0.5235,0.0287,0.0037,0.857,0.334,1.19,725.03,131.75,2.044,2.5,20.5,1378.79,1.09,1.01,2.65,1.693,0.0015,0.0005,11.33,3.554,27.14,8.99,3.35
325,1221,2011-02-06 12:00:00,2011-02-06 20:13:00,42,0.05 - 0.14 µm,1.209,0.019,0.0027,0.0003,0.0025,0.1174,0.0505,0.0161,0.0229,0.0001,0.0001,0.177,0.005,0.177,15.7,1.99,0.076,0.3,0.26,21.15,0.0072,0.024,1.16,0.034,0.014,0.0005,0.23,0.018,0.29,0.06,0.08
326,1222,2011-02-06 12:00:00,2011-02-06 20:13:00,42,0.14 - 0.42 µm,3.951,0.0196,0.0805,0.024,0.0051,0.1587,0.1038,0.0267,0.2867,0.002,0.0001,0.346,0.033,0.379,17.96,0.89,0.248,0.19,0.38,12.71,0.11,0.12,1.43,0.097,0.038,0.006,0.26,0.011,0.45,0.0018,0.04
327,1223,2011-02-06 12:00:00,2011-02-06 20:13:00,42,0.42 - 1.2 µm,11.282,0.0949,0.0039,0.0003,0.0173,0.3826,0.1398,0.0986,0.2134,0.005,0.0001,0.276,0.004,0.28,106.92,8.63,0.226,0.52,2.52,117.49,0.12,0.23,1.51,0.144,0.089,0.026,1.87,0.177,2.78,0.23,0.28
328,1224,2011-02-06 12:00:00,2011-02-06 20:13:00,42,1.2 - 3.5 µm,70.723,1.098,0.0142,0.1066,0.1215,1.3416,1.6677,0.6323,0.966,0.0276,0.0001,1.168,0.172,1.339,649.73,81.05,1.649,2.58,17.66,1009.22,0.79,0.79,3.87,0.734,0.101,0.039,10.89,1.922,19.76,5.83,2.54
329,1225,2011-02-06 12:00:00,2011-02-06 20:13:00,42,3.5 - 10 µm,43.477,1.392,0.0075,0.0774,0.1366,1.167,2.2353,0.275,0.7882,0.0183,0.0008,0.849,0.055,0.904,266.16,82.6,1.013,1.65,10.02,878.37,0.7,0.68,2.34,0.436,0.12,0.0005,5.12,1.939,15.7,5.96,1.72
330,1226,2011-02-06 20:43:00,2011-02-07 11:06:00,42,0.05 - 0.14 µm,0.767,0.0003,0.0037,0.0003,0.001,0.0943,0.011,0.009,0.0159,0.0005,0.0001,0.19,0.019,0.209,6.56,0.46,0.061,0.19,0.09,5.36,0.03,0.05,0.64,0.015,0.009,0.0005,0.08,0.005,0.15,0.02,0.03
331,1227,2011-02-06 20:43:00,2011-02-07 11:06:00,42,0.14 - 0.42 µm,2.612,0.0023,0.0671,0.0041,0.0042,0.1329,0.0108,0.014,0.2418,0.0018,0.0001,0.289,0.022,0.312,15.88,0.79,0.314,0.17,0.45,13.24,0.14,0.08,0.94,0.107,0.041,0.006,0.22,0.024,0.45,0.17,0.06
332,1228,2011-02-06 20:43:00,2011-02-07 11:06:00,42,0.42 - 1.2 µm,13.172,0.0982,0.0116,0.0122,0.0195,0.2656,0.1307,0.1394,0.2534,0.003,0.0001,0.193,0.019,0.211,90.34,7.13,0.236,0.35,2.43,111.94,0.09,0.13,0.97,0.144,0.072,0.024,1.6,0.163,2.28,1.01,0.24
333,1229,2011-02-06 20:43:00,2011-02-07 11:06:00,42,1.2 - 3.5 µm,85.797,0.9632,0.0297,0.1153,0.1117,1.3305,1.6006,0.8813,0.9414,0.0414,0.0001,1.034,0.173,1.206,623.11,59.2,1.656,1.26,16.41,995.64,0.55,0.66,2.77,0.876,0.283,0.04,11.37,2.266,15.69,10.23,2.37
334,1230,2011-02-06 20:43:00,2011-02-07 11:06:00,42,3.5 - 10 µm,56.241,1.2245,0.0133,0.0875,0.131,1.168,2.2508,0.4107,0.8791,0.0235,0.0001,0.984,0.129,1.113,696.27,109.62,1.406,1.9,15.18,1218.8,0.92,0.76,2.24,1.279,0.258,0.0005,9.69,2.869,23.79,16.33,2.33
335,1231,2011-02-07 11:46:00,2011-02-07 19:14:00,42,0.05 - 0.14 µm,1.061,0.0003,0.0019,0.0003,0.0028,0.1581,0.0217,0.0171,0.0153,0.0001,0.0001,0.18,0.059,0.239,13.48,0.88,0.046,0.22,0.16,10.45,0.04,0.1,1.24,0.03,0.01,0.001,0.16,0.013,0.28,0.04,0.05
336,1232,2011-02-07 11:46:00,2011-02-07 19:14:00,42,0.14 - 0.42 µm,2.758,0.0003,0.0271,0.0003,0.0029,0.2074,0.0193,0.0238,0.0945,0.0001,0.0001,0.536,0.037,0.573,16.62,1.2,0.099,0.53,0.25,12.55,0.06,0.11,1.45,0.078,0.026,0.005,0.22,0.013,0.27,0.06,0.09
337,1233,2011-02-07 11:46:00,2011-02-07 19:14:00,42,0.42 - 1.2 µm,13.595,0.0811,0.0087,0.0003,0.018,0.3045,0.1122,0.1436,0.1553,0.0014,0.0001,0.474,0.039,0.512,120.22,2.27,0.19,0.53,2.25,67.59,0.06,0.16,1.45,0.082,0.069,0.024,2.06,0.095,2.28,0.0018,0.32
338,1234,2011-02-07 11:46:00,2011-02-07 19:14:00,42,1.2 - 3.5 µm,69.828,0.929,0.0206,0.103,0.1147,1.2726,1.4215,0.8249,0.9526,0.0135,0.0001,1.343,0.266,1.609,370.18,40.41,0.458,1.24,9.54,597.94,0.31,0.45,3.41,0.373,0.176,0.019,7.56,1.175,10.89,4.46,1.6
339,1235,2011-02-07 11:46:00,2011-02-07 19:14:00,42,3.5 - 10 µm,34.093,1.1084,0.0051,0.0485,0.1086,0.8488,1.8505,0.2372,0.6568,0.007,0.001,0.829,0.152,0.981,357.66,51.14,0.565,1.42,7.61,583.76,0.46,0.44,1.87,0.347,0.09,0.0005,6.01,1.276,12.02,4.71,1.24
340,1236,2011-02-07 19:32:00,2011-02-08 11:06:00,42,0.05 - 0.14 µm,0.573,0.0003,0.0073,0.0003,0.0,0.0301,0.0116,0.0083,0.0218,0.0001,0.0001,0.244,0.005,0.248,5.04,0.26,0.052,0.07,0.03,1.72,0.03,0.024,0.6,0.03,0.015,0.002,0.06,0.0024,0.19,0.01,0.06
341,1237,2011-02-07 19:32:00,2011-02-08 11:06:00,42,0.14 - 0.42 µm,2.205,0.0059,0.0531,0.0067,0.0021,0.0613,0.0135,0.0151,0.1913,0.0082,0.0001,0.372,0.1,0.472,13.85,0.87,0.209,0.14,0.29,14.01,0.08,0.06,0.83,0.092,0.032,0.004,0.27,0.023,0.47,0.05,0.03
342,1238,2011-02-07 19:32:00,2011-02-08 11:06:00,42,0.42 - 1.2 µm,13.17,0.0838,0.0128,0.0152,0.0155,0.1493,0.1067,0.1584,0.2359,0.0103,0.0001,0.227,0.119,0.346,187.84,27.62,0.512,0.78,5.21,386.79,0.24,0.31,1.47,0.191,0.188,0.054,4.73,0.653,7.03,2.4,0.78
343,1239,2011-02-07 19:32:00,2011-02-08 11:06:00,42,1.2 - 3.5 µm,68.764,0.9418,0.0259,0.113,0.1041,0.7215,1.4064,1.0577,1.2847,0.0347,0.0005,0.769,0.033,0.802,1294.48,144.72,3.573,3.95,29.18,2332.18,1.58,1.57,5.03,2.193,0.217,0.094,29.28,5.034,38.89,18.44,4.81
344,1240,2011-02-07 19:32:00,2011-02-08 11:06:00,42,3.5 - 10 µm,36.913,0.7875,0.0105,0.065,0.0915,0.5399,1.4217,0.3676,0.965,0.0126,0.0008,0.507,0.09,0.597,562.45,69.4,0.827,1.34,10.05,806.35,0.53,0.58,1.79,0.751,0.0015,0.006,9.46,1.76,15.56,6.17,1.49
345,1241,2011-02-08 11:46:00,2011-02-09 11:07:00,42,0.05 - 0.14 µm,0.53,0.0003,0.0084,0.0003,0.0005,0.05,0.0075,0.0059,0.0216,0.0001,0.0001,0.078,0.005,0.08,3.62,0.13,0.036,0.13,0.03,1.5,0.0072,0.024,0.41,0.014,0.004,0.0005,0.03,0.0024,0.05,0.0018,0.01
346,1242,2011-02-08 11:46:00,2011-02-09 11:07:00,42,0.14 - 0.42 µm,1.783,0.0062,0.1,0.0036,0.0031,0.0747,0.0082,0.0086,0.2806,0.0044,0.0004,0.104,0.034,0.138,8.39,0.49,0.202,0.12,0.19,8.21,0.08,0.05,0.59,0.079,0.027,0.006,0.14,0.014,0.26,0.03,0.03
347,1243,2011-02-08 11:46:00,2011-02-09 11:07:00,42,0.42 - 1.2 µm,5.15,0.0821,0.0142,0.0075,0.0133,0.1187,0.0773,0.0961,0.2389,0.0053,0.0003,0.228,0.034,0.262,42.03,2.16,0.089,0.19,0.74,34.16,0.03,0.06,0.6,0.054,0.04,0.015,0.67,0.04,0.81,0.08,0.11
348,1244,2011-02-08 11:46:00,2011-02-09 11:07:00,42,1.2 - 3.5 µm,29.635,0.5623,0.0129,0.0574,0.0767,0.4368,0.8619,0.7021,0.7544,0.0153,0.0004,0.33,0.008,0.338,347.92,16.33,0.592,0.57,5.71,285.67,0.19,0.24,1.29,0.261,0.038,0.037,5.19,0.427,5.76,0.94,0.72
349,1245,2011-02-08 11:46:00,2011-02-09 11:07:00,42,3.5 - 10 µm,17.862,0.8292,0.0045,0.0445,0.0756,0.3457,1.4326,0.3157,0.6238,0.0064,0.0006,0.309,0.07,0.379,205.43,23.09,0.318,0.49,3.39,267.69,0.17,0.19,0.71,0.21,0.029,0.002,3.08,0.523,4.89,1.92,0.57
350,1246,2011-02-09 11:40:00,2011-02-10 11:14:00,42,0.05 - 0.14 µm,0.242,0.0003,0.0107,0.0003,0.0004,0.0411,0.0071,0.005,0.0218,0.0001,0.0001,0.052,0.025,0.077,2.65,0.06,0.013,0.18,0.04,1.47,0.0072,0.024,0.11,0.009,0.004,0.0005,0.05,0.0024,0.05,0.01,0.01
351,1247,2011-02-09 11:40:00,2011-02-10 11:14:00,42,0.14 - 0.42 µm,1.137,0.0048,0.0993,0.0025,0.002,0.0509,0.0076,0.0062,0.2554,0.0023,0.0004,0.11,0.005,0.116,5.43,0.3,0.149,0.16,0.12,5.85,0.06,0.024,0.29,0.096,0.033,0.009,0.12,0.007,0.16,0.02,0.02
352,1248,2011-02-09 11:40:00,2011-02-10 11:14:00,42,0.42 - 1.2 µm,2.581,0.0902,0.0098,0.0057,0.0117,0.0954,0.1003,0.0612,0.1622,0.005,0.0001,0.211,0.047,0.258,23.77,0.33,0.045,0.05,0.36,10.85,0.02,0.024,0.27,0.061,0.026,0.018,0.4,0.01,0.3,0.0018,0.02
353,1249,2011-02-09 11:40:00,2011-02-10 11:14:00,42,1.2 - 3.5 µm,12.394,0.42,0.0061,0.0311,0.0686,0.2662,0.7247,0.4974,0.4703,0.0089,0.001,0.273,0.005,0.275,189.48,3.69,0.233,0.27,2.26,89.84,0.05,0.1,0.93,0.051,0.042,0.047,2.84,0.099,1.81,0.0018,0.27
354,1250,2011-02-09 11:40:00,2011-02-10 11:14:00,42,3.5 - 10 µm,7.957,0.815,0.0026,0.0336,0.0737,0.2043,1.4528,0.2347,0.3519,0.0029,0.0013,0.167,0.005,0.174,74.82,5.68,0.104,0.13,0.87,69.14,0.05,0.06,0.37,0.02,0.028,0.001,1.25,0.117,1.2,0.27,0.15
355,1351,2011-02-10 11:42:00,2011-02-11 11:07:00,42,0.05 - 0.14 µm,0.029,0.002,0.0098,0.0022,0.0001,0.043,0.0118,0.0046,0.0129,0.0001,0.0001,0.065,0.012,0.077,0.0,0.0065,0.0,0.0168,0.0048,0.0,0.0072,0.024,0.0,0.0,0.0015,0.0,0.0,0.0024,0.0,0.0018,0.003
356,1352,2011-02-10 11:42:00,2011-02-11 11:07:00,42,0.14 - 0.42 µm,0.556,0.0051,0.0636,0.0003,0.0013,0.0708,0.0077,0.0034,0.2174,0.0015,0.0001,0.157,0.005,0.157,1.18,0.0065,0.074,0.17,0.0048,0.46,0.03,0.024,0.17,0.036,0.009,0.004,0.03,0.0024,0.02,0.0018,0.01
357,1353,2011-02-10 11:42:00,2011-02-11 11:07:00,42,0.42 - 1.2 µm,0.937,0.1316,0.0025,0.0007,0.0153,0.0278,0.1955,0.0322,0.0908,0.0001,0.0004,0.007,0.005,0.007,5.13,0.06,0.021,0.2,0.02,1.32,0.0072,0.024,0.18,0.021,0.022,0.024,0.12,0.02,0.04,0.01,0.02
358,1354,2011-02-10 11:42:00,2011-02-11 11:07:00,42,1.2 - 3.5 µm,5.384,0.9362,0.0043,0.0334,0.0866,0.0763,1.6399,0.1895,0.2529,0.0027,0.0014,0.034,0.005,0.037,24.2,0.51,0.024,0.06,0.09,7.9,0.0072,0.024,0.73,0.033,0.087,0.038,0.54,0.014,0.02,0.0018,0.02
359,1355,2011-02-10 11:42:00,2011-02-11 11:07:00,42,3.5 - 10 µm,4.468,0.8339,0.0023,0.0343,0.078,0.1176,1.5431,0.076,0.2167,0.0017,0.0013,0.025,0.01,0.035,18.48,1.07,0.019,0.1,0.1,12.93,0.0072,0.024,0.32,0.008,0.05,0.001,0.41,0.032,0.13,0.24,0.03
360,1356,2011-02-11 11:50:00,2011-02-14 12:23:00,42,0.05 - 0.14 µm,0.112,0.0014,0.0152,0.0003,0.0036,0.0088,0.005,0.002,0.0377,0.0001,0.0001,0.022,0.005,0.022,0.48,0.03,0.029,0.1,0.0048,0.37,0.0072,0.024,0.04,0.006,0.003,0.0,0.01,0.0024,0.01,0.0018,0.01
361,1357,2011-02-11 11:50:00,2011-02-14 12:23:00,42,0.14 - 0.42 µm,0.688,0.0098,0.0504,0.0019,0.0068,0.0225,0.0081,0.0027,0.2189,0.005,0.0002,0.01,0.005,0.01,1.31,0.1,0.326,0.04,0.04,2.31,0.14,0.024,0.13,0.051,0.022,0.01,0.03,0.008,0.1,0.09,0.02
362,1358,2011-02-11 11:50:00,2011-02-14 12:23:00,42,0.42 - 1.2 µm,1.913,0.1328,0.0023,0.006,0.0161,0.0268,0.1465,0.0331,0.1574,0.0015,0.0004,0.021,0.005,0.024,12.29,0.09,0.086,0.04,0.24,5.81,0.03,0.024,0.15,0.042,0.015,0.03,0.26,0.01,0.17,0.01,0.03
363,1359,2011-02-11 11:50:00,2011-02-14 12:23:00,42,1.2 - 3.5 µm,9.671,1.1863,0.0034,0.0512,0.0788,0.1215,2.0222,0.4306,0.4265,0.0063,0.0023,0.057,0.005,0.065,75.92,3.84,0.179,0.09,1.21,68.52,0.05,0.06,0.41,0.031,0.082,0.064,1.65,0.119,1.26,0.69,0.11
364,1360,2011-02-11 11:50:00,2011-02-14 12:23:00,42,3.5 - 10 µm,6.298,0.9457,0.0025,0.0407,0.0631,0.0961,1.7048,0.1697,0.2863,0.0011,0.0016,0.06,0.005,0.06,33.19,2.04,0.052,0.06,0.34,26.76,0.02,0.024,0.14,0.003,0.032,0.001,0.61,0.063,0.37,0.28,0.06
365,1361,2011-02-14 13:04:00,2011-02-15 11:09:00,42,0.05 - 0.14 µm,0.201,0.0003,0.0086,0.0003,0.0109,0.0336,0.0179,0.013,0.0306,0.0004,0.0001,0.023,0.005,0.023,1.18,0.0065,0.035,0.27,0.0048,0.25,0.02,0.024,0.13,0.004,0.003,0.0005,0.02,0.0024,0.02,0.0018,0.01
366,1362,2011-02-14 13:04:00,2011-02-15 11:09:00,42,0.14 - 0.42 µm,1.209,0.0137,0.0597,0.0003,0.0197,0.062,0.0229,0.0086,0.3989,0.0093,0.0006,0.036,0.005,0.038,1.23,0.0065,0.356,0.09,0.01,0.57,0.15,0.024,0.18,0.018,0.012,0.003,0.03,0.0024,0.06,0.01,0.01
367,1363,2011-02-14 13:04:00,2011-02-15 11:09:00,42,0.42 - 1.2 µm,1.922,0.2404,0.001,0.0063,0.0398,0.0492,0.3354,0.0646,0.1681,0.0035,0.0008,0.008,0.005,0.009,7.24,0.03,0.058,0.09,0.02,0.98,0.03,0.024,0.2,0.01,0.013,0.026,0.17,0.0024,0.04,0.01,0.02
368,1364,2011-02-14 13:04:00,2011-02-15 11:09:00,42,1.2 - 3.5 µm,10.272,1.9346,0.0045,0.0727,0.1808,0.2061,3.1977,0.5051,0.4218,0.0089,0.0031,0.179,0.005,0.179,57.49,0.44,0.035,0.04,0.14,7.19,0.0072,0.024,0.81,0.017,0.011,0.054,1.12,0.008,0.0024,0.0018,0.04
369,1365,2011-02-14 13:04:00,2011-02-15 11:09:00,42,3.5 - 10 µm,8.087,1.2339,0.0053,0.0497,0.1363,0.1337,2.1803,0.2054,0.2318,0.0017,0.0021,0.144,0.018,0.162,32.42,1.35,0.028,0.08,0.13,17.33,0.0072,0.024,0.31,0.009,0.0015,0.0005,0.67,0.024,0.22,0.0018,0.07
370,1366,2011-02-15 11:40:00,2011-02-16 11:08:00,42,0.05 - 0.14 µm,0.147,0.0395,0.0058,0.0064,0.0112,0.0344,0.0629,0.0052,0.0213,0.0001,0.0001,0.069,0.005,0.075,1.1,0.02,0.014,0.27,0.0048,0.12,0.0072,0.024,0.12,0.009,0.0015,0.001,0.02,0.0024,0.02,0.0018,0.01
371,1367,2011-02-15 11:40:00,2011-02-16 11:08:00,42,0.14 - 0.42 µm,1.381,0.1151,0.0636,0.0055,0.0164,0.0454,0.1805,0.0054,0.2951,0.0001,0.0001,0.084,0.017,0.101,1.2,0.02,0.239,0.1,0.01,0.35,0.12,0.024,0.17,0.017,0.02,0.01,0.02,0.0024,0.03,0.02,0.02
372,1368,2011-02-15 11:40:00,2011-02-16 11:08:00,42,0.42 - 1.2 µm,1.611,0.2192,0.0063,0.0032,0.0254,0.0324,0.2965,0.0353,0.1443,0.0001,0.0004,0.094,0.005,0.094,6.12,0.09,0.051,0.18,0.02,1.24,0.03,0.024,0.18,0.015,0.019,0.025,0.15,0.008,0.05,0.04,0.01
373,1369,2011-02-15 11:40:00,2011-02-16 11:08:00,42,1.2 - 3.5 µm,6.585,1.4521,0.0048,0.0571,0.1285,0.1185,2.4068,0.3276,0.3727,0.0063,0.0019,0.136,0.005,0.136,37.74,0.23,0.0018,0.04,0.01,3.86,0.0072,0.024,0.75,0.028,0.096,0.045,0.85,0.025,0.0024,0.0018,0.0
375,1371,2011-02-16 11:38:00,2011-02-17 11:10:00,42,0.05 - 0.14 µm,0.228,0.0065,0.0035,0.0003,0.0077,0.0223,0.0202,0.005,0.014,0.0001,0.0001,0.139,0.005,0.145,1.07,0.05,0.007,0.0168,0.0048,0.14,0.0072,0.024,0.13,0.01,0.0015,0.0,0.02,0.0024,0.1,0.0018,0.01
376,1372,2011-02-16 11:38:00,2011-02-17 11:10:00,42,0.14 - 0.42 µm,1.091,0.0407,0.0563,0.0143,0.0177,0.0549,0.0662,0.0064,0.341,0.0039,0.0001,0.124,0.005,0.124,0.88,0.02,0.101,0.04,0.01,0.24,0.06,0.024,0.13,0.012,0.005,0.002,0.01,0.0024,0.03,0.0018,0.01
377,1373,2011-02-16 11:38:00,2011-02-17 11:10:00,42,0.42 - 1.2 µm,0.857,0.1343,0.0012,0.0057,0.0225,0.0409,0.1403,0.025,0.1728,0.0017,0.0003,0.029,0.005,0.034,3.85,0.03,0.067,0.09,0.0048,0.13,0.0072,0.024,0.14,0.014,0.007,0.026,0.1,0.0024,0.03,0.0018,0.003
378,1374,2011-02-16 11:38:00,2011-02-17 11:10:00,42,1.2 - 3.5 µm,4.75,1.0927,0.004,0.045,0.1025,0.0994,1.8182,0.2668,0.2835,0.005,0.0011,0.08,0.02,0.1,23.04,0.08,0.009,0.13,0.0048,1.03,0.0072,0.024,0.76,0.005,0.011,0.012,0.56,0.014,0.0024,0.0018,0.003
379,1375,2011-02-16 11:38:00,2011-02-17 11:10:00,42,3.5 - 10 µm,4.724,0.9469,0.0028,0.0352,0.091,0.0784,1.6933,0.1271,0.2015,0.0001,0.0009,0.128,0.015,0.143,13.03,0.08,0.0018,0.0168,0.0048,1.17,0.0072,0.024,0.28,0.005,0.0015,0.0005,0.33,0.007,0.0024,0.0018,0.003
380,1376,2011-02-17 11:39:00,2011-02-18 11:20:00,42,0.05 - 0.14 µm,0.203,0.0155,0.0034,0.0041,0.0124,0.0391,0.0326,0.0056,0.0231,0.0003,0.0001,0.065,0.005,0.066,0.95,0.03,0.007,0.0168,0.01,0.1,0.0072,0.024,0.11,0.002,0.0015,0.0005,0.02,0.0024,0.03,0.01,0.01
381,1377,2011-02-17 11:39:00,2011-02-18 11:20:00,42,0.14 - 0.42 µm,1.269,0.0031,0.052,0.0001,0.0236,0.0475,0.0307,0.0077,0.3761,0.0057,0.0001,0.01,0.005,0.004,0.81,0.02,0.21,0.09,0.01,0.42,0.08,0.024,0.13,0.012,0.006,0.004,0.02,0.0024,0.05,0.01,0.02
382,1378,2011-02-17 11:39:00,2011-02-18 11:20:00,42,0.42 - 1.2 µm,0.885,0.0969,0.0022,0.0021,0.0224,0.0389,0.0797,0.0274,0.1496,0.0014,0.0001,0.01,0.005,0.004,3.04,0.05,0.065,0.12,0.0048,0.48,0.02,0.024,0.14,0.009,0.01,0.032,0.07,0.0024,0.05,0.01,0.003
385,1386,2011-02-19 13:45:00,2011-02-21 11:13:00,42,0.05 - 0.14 µm,0.111,0.0003,0.0037,0.0003,0.0058,0.0178,0.0042,0.0027,0.0218,0.0002,0.0001,0.036,0.005,0.036,1.02,0.06,0.02,0.0168,0.0048,0.21,0.0072,0.024,0.13,0.008,0.003,0.001,0.02,0.0024,0.01,0.01,0.01
386,1387,2011-02-19 13:45:00,2011-02-21 11:13:00,42,0.14 - 0.42 µm,1.088,0.0093,0.0591,0.0003,0.0115,0.026,0.0087,0.0033,0.3227,0.0056,0.0001,0.01,0.005,0.002,1.08,0.03,0.298,0.05,0.01,0.52,0.15,0.024,0.15,0.021,0.012,0.002,0.02,0.0024,0.04,0.01,0.01
387,1388,2011-02-19 13:45:00,2011-02-21 11:13:00,42,0.42 - 1.2 µm,2.058,0.15,0.0019,0.0072,0.0254,0.0295,0.2104,0.0374,0.1037,0.0006,0.0001,0.01,0.005,0.002,8.52,0.27,0.087,0.1,0.07,4.26,0.05,0.024,0.19,0.017,0.012,0.034,0.17,0.0024,0.13,0.02,0.03
388,1389,2011-02-19 13:45:00,2011-02-21 11:13:00,42,1.2 - 3.5 µm,10.869,1.7759,0.0087,0.0574,0.1415,0.1457,3.0823,0.4961,0.5493,0.0113,0.0001,0.096,0.005,0.096,67.18,1.46,0.056,0.14,0.44,23.5,0.02,0.024,0.77,0.023,0.012,0.078,1.02,0.025,0.44,0.0018,0.07
389,1390,2011-02-19 13:45:00,2011-02-21 11:13:00,42,3.5 - 10 µm,8.551,1.4917,0.0071,0.0522,0.1236,0.1408,2.671,0.2636,0.4407,0.0026,0.0001,0.066,0.005,0.071,37.17,3.14,0.042,0.13,0.36,40.39,0.03,0.024,0.36,0.006,0.02,0.005,0.73,0.068,0.57,0.1,0.05
390,1391,2011-02-21 11:39:00,2011-02-22 11:08:00,42,0.05 - 0.14 µm,0.298,0.0031,0.0131,0.0007,0.01,0.0432,0.0253,0.0053,0.0373,0.0005,0.0001,0.01,0.005,0.0,2.17,0.06,0.081,0.14,0.0048,0.4,0.03,0.024,0.03,0.014,0.004,0.0005,0.02,0.0024,0.06,0.03,0.03
391,1392,2011-02-21 11:39:00,2011-02-22 11:08:00,42,0.14 - 0.42 µm,1.336,0.0141,0.0618,0.0003,0.0193,0.0478,0.0173,0.0056,0.3336,0.0008,0.0001,0.01,0.005,0.014,0.77,0.0065,0.361,0.04,0.01,0.34,0.22,0.024,0.1,0.02,0.017,0.004,0.02,0.0024,0.07,0.02,0.02
392,1393,2011-02-21 11:39:00,2011-02-22 11:08:00,42,0.42 - 1.2 µm,3.173,0.2421,0.008,0.0075,0.0397,0.063,0.3317,0.0643,0.198,0.0011,0.0001,0.01,0.005,0.015,9.33,0.11,0.118,0.06,0.05,2.17,0.04,0.024,0.15,0.032,0.021,0.029,0.2,0.012,0.09,0.04,0.01
393,1394,2011-02-21 11:39:00,2011-02-22 11:08:00,42,1.2 - 3.5 µm,17.204,2.2765,0.0126,0.0844,0.2038,0.3654,3.9959,0.7729,0.8299,0.0192,0.0001,0.133,0.005,0.133,52.88,0.85,0.058,0.04,0.2,14.45,0.0072,0.024,0.4,0.006,0.056,0.056,0.86,0.017,0.2,0.07,0.03
394,1395,2011-02-21 11:39:00,2011-02-22 11:08:00,42,3.5 - 10 µm,15.298,2.2545,0.0068,0.0809,0.1852,0.3751,4.0968,0.3409,0.6851,0.0071,0.0001,0.163,0.005,0.163,44.96,3.37,0.069,0.31,0.3,43.95,0.09,0.024,0.22,0.016,0.032,0.005,0.82,0.082,0.42,0.25,0.14
395,1396,2011-02-22 11:39:00,2011-02-23 12:13:00,42,0.05 - 0.14 µm,0.129,0.0003,0.0169,0.0003,0.001,0.0214,0.0094,0.0066,0.0403,0.0006,0.0001,0.01,0.005,0.025,1.1,0.03,0.109,0.05,0.0048,0.14,0.03,0.024,0.11,0.008,0.004,0.0005,0.02,0.0024,0.02,0.01,0.02
396,1397,2011-02-22 11:39:00,2011-02-23 12:13:00,42,0.14 - 0.42 µm,0.92,0.0114,0.1373,0.0003,0.0036,0.0637,0.0129,0.0065,0.4583,0.0029,0.0011,0.033,0.005,0.033,1.49,0.04,0.724,0.23,0.01,0.85,0.29,0.024,0.18,0.065,0.043,0.012,0.03,0.0024,0.1,0.02,0.1
397,1398,2011-02-22 11:39:00,2011-02-23 12:13:00,42,0.42 - 1.2 µm,3.165,0.1102,0.0062,0.0118,0.0298,0.0924,0.1975,0.0778,0.177,0.0024,0.0018,0.013,0.005,0.014,17.83,1.35,0.144,0.25,0.18,17.4,0.04,0.024,0.27,0.034,0.032,0.034,0.37,0.025,0.26,0.11,0.08
